brand,price,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
Lenovo,72000,7th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 11 OS,1
Asus,78000,7th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,15.6,1366,1080,Windows 11 OS,1
HP,98000,12th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1366,768,Windows 11 OS,1
Dell,86000,13th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 11 OS,1
MSI,90000,9th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel Iris Xe Graphics,14.0,1366,1080,Windows 10 OS,1
Samsung,74000,11th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,1080,Windows 10 OS,1
Lenovo,56000,8th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 10 OS,1
Lenovo,92000,13th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1366,768,Windows 11 OS,1
HP,84000,9th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1366,768,Windows 10 OS,1
MSI,62000,8th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
Asus,60000,7th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1366,1080,Windows 11 OS,1
MSI,84000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Lenovo,72000,10th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,768,Windows 11 OS,1
Samsung,86000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 11 OS,1
HP,54000,6th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,768,Windows 11 OS,1
HP,60000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,15.6,1366,768,Windows 11 OS,1
Lenovo,84000,11th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 11 OS,1
Acer,98000,12th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
MSI,96000,13th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,768,Windows 10 OS,1
Lenovo,80000,12th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 11 OS,1
Samsung,80000,11th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1
Samsung,50000,7th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 10 OS,1
MSI,84000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,15.6,1920,1080,Windows 10 OS,1
Lenovo,72000,6th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1366,1080,Windows 11 OS,1
HP,90000,11th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1366,768,Windows 11 OS,1
Dell,62000,9th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1366,768,Windows 11 OS,1
Dell,90000,9th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 10 OS,1
Dell,56000,6th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,14.0,1366,768,Windows 10 OS,1
MSI,60000,7th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1366,768,Windows 10 OS,1
Dell,62000,6th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 10 OS,1
Dell,44000,6th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1366,1080,Windows 11 OS,1
Lenovo,78000,10th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1
Asus,92000,11th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 11 OS,1
Dell,90000,11th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 11 OS,1
Acer,62000,10th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1366,768,Windows 10 OS,1
Asus,92000,11th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 11 OS,1
Asus,60000,7th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,14.0,1920,1080,Windows 11 OS,1
HP,98000,13th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 10 OS,1
Lenovo,68000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 11 OS,1
Acer,68000,8th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 11 OS,1
MSI,86000,13th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
Asus,78000,9th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1920,1080,Windows 10 OS,1
Acer,74000,9th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 10 OS,1
MSI,54000,7th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,1080,Windows 10 OS,1
MSI,96000,13th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 11 OS,1
Dell,84000,10th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 11 OS,1
Acer,60000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Samsung,84000,8th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Lenovo,78000,10th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,768,Windows 10 OS,1
Samsung,80000,12th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1366,1080,Windows 10 OS,1
Acer,86000,13th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,80000,13th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1366,1080,Windows 11 OS,1
MSI,44000,6th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 10 OS,1
Lenovo,92000,13th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 10 OS,1
MSI,68000,10th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,14.0,1920,1080,Windows 10 OS,1
Dell,90000,11th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,768,Windows 11 OS,1
Acer,84000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel HD Graphics,15.6,1920,768,Windows 10 OS,1
Asus,60000,7th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,15.6,1366,1080,Windows 10 OS,1
Lenovo,90000,12th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,1080,Windows 11 OS,1
HP,50000,7th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 11 OS,1
Samsung,72000,10th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1
Samsung,90000,10th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,54000,6th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,15.6,1366,768,Windows 11 OS,1
Lenovo,68000,10th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1366,1080,Windows 10 OS,1
Samsung,98000,12th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 10 OS,1
HP,72000,10th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Lenovo,54000,6th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 11 OS,1
Asus,44000,6th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1366,768,Windows 10 OS,1
Lenovo,80000,12th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 10 OS,1
Samsung,80000,10th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 11 OS,1
HP,66000,8th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1
Lenovo,44000,7th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 11 OS,1
Acer,38000,6th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
HP,72000,9th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 10 OS,1
Asus,92000,11th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 11 OS,1
Samsung,80000,12th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1920,768,Windows 11 OS,1
Samsung,56000,8th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1366,768,Windows 10 OS,1
HP,80000,10th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
MSI,78000,10th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1
Asus,74000,12th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 10 OS,1
Acer,72000,7th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,15.6,1920,768,Windows 11 OS,1
Acer,86000,13th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1
MSI,90000,11th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1366,1080,Windows 10 OS,1
Lenovo,84000,9th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Asus,62000,9th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1920,1080,Windows 11 OS,1
HP,60000,8th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,15.6,1920,768,Windows 10 OS,1
Dell,72000,8th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,15.6,1920,768,Windows 10 OS,1
Lenovo,86000,13th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,15.6,1920,768,Windows 10 OS,1
MSI,84000,12th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
HP,86000,12th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 10 OS,1
Asus,62000,9th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,15.6,1366,1080,Windows 11 OS,1
Samsung,84000,9th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,1080,Windows 11 OS,1
Dell,114000,13th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,1
Samsung,90000,12th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920,768,Windows 10 OS,1
Asus,72000,6th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,14.0,1920,1080,Windows 10 OS,1
Dell,74000,11th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 11 OS,1
HP,62000,8th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 11 OS,1
Lenovo,50000,8th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 11 OS,1
Acer,80000,10th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 11 OS,1
Samsung,72000,9th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,14.0,1920,1080,Windows 10 OS,1
Lenovo,78000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 10 OS,1
HP,68000,10th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 11 OS,1
Acer,98000,13th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,15.6,1366,1080,Windows 10 OS,1
MSI,66000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 11 OS,1
MSI,72000,9th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel HD Graphics,15.6,1366,768,Windows 11 OS,1
Lenovo,78000,10th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1366,768,Windows 10 OS,1
HP,66000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1366,768,Windows 10 OS,1
Lenovo,78000,10th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
Asus,96000,13th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1
Lenovo,56000,6th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1920,768,Windows 11 OS,1
HP,62000,10th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,15.6,1920,768,Windows 10 OS,1
Lenovo,90000,13th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1
Dell,78000,9th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 10 OS,1
Samsung,90000,9th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,15.6,1366,768,Windows 11 OS,1
MSI,114000,13th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,14.0,1920,768,Windows 10 OS,1
HP,72000,9th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1366,1080,Windows 10 OS,1
Lenovo,80000,12th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1366,768,Windows 10 OS,1
Dell,50000,6th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1366,768,Windows 10 OS,1
Asus,80000,12th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,15.6,1366,1080,Windows 10 OS,1
Dell,74000,8th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,15.6,1366,768,Windows 11 OS,1
HP,62000,6th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1366,768,Windows 11 OS,1
Acer,60000,8th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 11 OS,1
Asus,90000,9th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,14.0,1920,768,Windows 11 OS,1
Acer,102000,11th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 OS,1
Acer,92000,12th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,14.0,1366,768,Windows 10 OS,1
Asus,56000,8th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 11 OS,1
MSI,80000,13th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 11 OS,1
Samsung,108000,12th Gen Intel Core i7,"Octa Core, 16 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 10 OS,1
MSI,74000,12th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 11 OS,1
MSI,92000,13th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 10 OS,1
Samsung,66000,9th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,768,Windows 10 OS,1
Lenovo,80000,11th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 11 OS,1
MSI,62000,8th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 11 OS,1
Lenovo,38000,6th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,Intel HD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,80000,9th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,768,Windows 10 OS,1
Dell,92000,11th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,15.6,1366,768,Windows 11 OS,1
Asus,68000,7th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 11 OS,1
Lenovo,90000,13th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1366,768,Windows 11 OS,1
Samsung,54000,6th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,1080,Windows 10 OS,1
HP,50000,7th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,256GB,SSD,NVIDIA GeForce MX110,14.0,1920,1080,Windows 11 OS,1
Samsung,92000,11th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel HD Graphics,14.0,1920,1080,Windows 11 OS,1
Lenovo,38000,6th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,768,Windows 10 OS,1
Samsung,108000,13th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,NVIDIA GeForce MX110,14.0,1366,1080,Windows 10 OS,1
Acer,68000,9th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1366,768,Windows 10 OS,1
HP,102000,11th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 10 OS,1
HP,54000,6th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1366,1080,Windows 10 OS,1
Acer,60000,7th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,NVIDIA GeForce GTX 1050,15.6,1920,1080,Windows 11 OS,1
Asus,90000,12th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
HP,68000,7th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1920,768,Windows 10 OS,1
Dell,62000,9th Gen Intel Core i5,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,768,Windows 10 OS,1
HP,48000,6th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 10 OS,1
HP,74000,10th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1366,1080,Windows 11 OS,1
Acer,108000,13th Gen Intel Core i5,"Hexa Core, 12 Threads",16GB,DDR4,1024GB,SSD,Intel HD Graphics,15.6,1920,768,Windows 10 OS,1
Asus,62000,7th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,14.0,1366,1080,Windows 10 OS,1
Asus,44000,6th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,Intel HD Graphics,14.0,1920,768,Windows 10 OS,1
HP,66000,8th Gen Intel Core i7,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,1080,Windows 11 OS,1
Lenovo,50000,6th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,1
MSI,56000,7th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,NVIDIA GeForce MX110,15.6,1366,1080,Windows 11 OS,1
Asus,68000,7th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,DDR4,1024GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1
Acer,48000,6th Gen Intel Core i5,"Quad Core, 8 Threads",16GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1366,1080,Windows 10 OS,1
Samsung,62000,7th Gen Intel Core i5,"Hexa Core, 12 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,768,Windows 11 OS,1
HP,80000,9th Gen Intel Core i7,"Octa Core, 16 Threads",8GB,DDR4,1024GB,SSD,NVIDIA GeForce GTX 1050,14.0,1920,1080,Windows 10 OS,1
